Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.parser.microsoft.onenote,FileNodeListHeader,FileNodeListHeader,Magic Number,The method contains a magic number: 0x00000010
tika,org.apache.tika.parser.microsoft.onenote,FileNodeListHeader,getPositionHex,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.onenote,FileNodeListHeader,toString,Long Statement,The length of the statement "return "FileNodeListHeader{" + "position=" + "0x" + StringUtils.leftPad(Long.toHexString(position)`8`'0') + "` fileNodeListId="+ fileNodeListId+ "` nFragmentSequence="+ nFragmentSequence+ '}';" is 192.
tika,org.apache.tika.parser.microsoft.onenote,FileNodeListHeader,toString,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Complex Conditional,The conditional expression type == 0x9 || type == 0x8 || type == 0xb || type == 0xc || type == 0xa || type == 0xd is complex.
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Complex Method,Cyclomatic complexity of the method is 16
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0x9
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0x8
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0xb
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0xc
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0xa
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0xd
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0x8
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0x9
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0xa
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0xb
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0x10
tika,org.apache.tika.parser.microsoft.onenote,PropertyValue,print,Magic Number,The method contains a magic number: 0x11
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,getFfvLastCodeThatWroteToThisFile,Long Identifier,The length of the field ffvLastCodeThatWroteToThisFile is 30.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvLastCodeThatWroteToThisFile,Long Identifier,The length of the parameter ffvLastCodeThatWroteToThisFile is 30.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvLastCodeThatWroteToThisFile,Long Identifier,The length of the field ffvLastCodeThatWroteToThisFile is 30.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,getFfvOldestCodeThatHasWrittenToThisFile,Long Identifier,The length of the field ffvOldestCodeThatHasWrittenToThisFile is 37.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvOldestCodeThatHasWrittenToThisFile,Long Identifier,The length of the parameter ffvOldestCodeThatHasWrittenToThisFile is 37.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvOldestCodeThatHasWrittenToThisFile,Long Identifier,The length of the field ffvOldestCodeThatHasWrittenToThisFile is 37.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,getFfvNewestCodeThatHasWrittenToThisFile,Long Identifier,The length of the field ffvNewestCodeThatHasWrittenToThisFile is 37.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvNewestCodeThatHasWrittenToThisFile,Long Identifier,The length of the parameter ffvNewestCodeThatHasWrittenToThisFile is 37.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvNewestCodeThatHasWrittenToThisFile,Long Identifier,The length of the field ffvNewestCodeThatHasWrittenToThisFile is 37.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,getFfvOldestCodeThatMayReadThisFile,Long Identifier,The length of the field ffvOldestCodeThatMayReadThisFile is 32.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvOldestCodeThatMayReadThisFile,Long Identifier,The length of the parameter ffvOldestCodeThatMayReadThisFile is 32.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setFfvOldestCodeThatMayReadThisFile,Long Identifier,The length of the field ffvOldestCodeThatMayReadThisFile is 32.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,getCbLegacyFreeSpaceInFreeChunkList,Long Identifier,The length of the field cbLegacyFreeSpaceInFreeChunkList is 32.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setCbLegacyFreeSpaceInFreeChunkList,Long Identifier,The length of the parameter cbLegacyFreeSpaceInFreeChunkList is 32.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteHeader,setCbLegacyFreeSpaceInFreeChunkList,Long Identifier,The length of the field cbLegacyFreeSpaceInFreeChunkList is 32.
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyId,OneNotePropertyId,Magic Number,The method contains a magic number: 26
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyId,OneNotePropertyId,Magic Number,The method contains a magic number: 0x1f
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyId,OneNotePropertyId,Magic Number,The method contains a magic number: 0x2
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyId,OneNotePropertyId,Magic Number,The method contains a magic number: 31
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyId,OneNotePropertyId,Magic Number,The method contains a magic number: 31
tika,org.apache.tika.parser.microsoft.onenote,OneNotePropertyId,toString,Long Statement,The length of the statement "return "{" + propertyEnum + "` pid=0x"+ Long.toHexString(pid)+ "` type=0x"+ Long.toHexString(type)+ "` inlineBool="+ inlineBool+ '}';" is 133.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,OneNoteTreeWalker,Long Parameter List,The method has 7 parameters. 
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkRevision,Complex Conditional,The conditional expression child.id == FndStructureConstants.RevisionManifestStart4FND || child.id == FndStructureConstants.RevisionManifestStart6FND || child.id == FndStructureConstants.RevisionManifestStart7FND is complex.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkRevision,Complex Conditional,The conditional expression (child.id == FndStructureConstants.RootObjectReference2FNDX || child.id == FndStructureConstants.RootObjectReference3FND) && child.subType.rootObjectReference.rootObjectReferenceBase.rootRole == 1 is complex.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkRevision,Complex Method,Cyclomatic complexity of the method is 10
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkRevision,Long Statement,The length of the statement "if (child.id == FndStructureConstants.RevisionManifestStart4FND || child.id == FndStructureConstants.RevisionManifestStart6FND || child.id == FndStructureConstants.RevisionManifestStart7FND) {" is 192.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkRevision,Long Statement,The length of the statement "if ((child.id == FndStructureConstants.RootObjectReference2FNDX || child.id == FndStructureConstants.RootObjectReference3FND) && child.subType.rootObjectReference.rootObjectReferenceBase.rootRole == 1) {" is 203.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkFileNode,Long Statement,The length of the statement "if (fileNode.subType.fileDataStoreObjectReference.ref != null && !FileChunkReference.nil().equals(fileNode.subType.fileDataStoreObjectReference.ref.fileData)) {" is 160.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkFileNode,Long Statement,The length of the statement "structure.put("fileDataStoreObjectReference"`walkFileDataStoreObjectReference(fileNode.subType.fileDataStoreObjectReference));" is 126.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,walkFileDataStoreObjectReference,Long Statement,The length of the statement "throw new TikaMemoryLimitException("File data store cb " + fileDataStoreObjectReference.ref.fileData.cb + " exceeds document size: "+ dif.size());" is 146.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,propertyIsBinary,Long Statement,The length of the statement "return property == OneNotePropertyEnum.RgOutlineIndentDistance || property == OneNotePropertyEnum.NotebookManagementEntityGuid || property == OneNotePropertyEnum.RichEditTextUnicode;" is 182.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,processPropertyValue,Complex Conditional,The conditional expression (content.size() & 1) == 0 && propertyValue.propertyId.propertyEnum != OneNotePropertyEnum.TextExtendedAscii && isBinary == false is complex.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,processPropertyValue,Complex Method,Cyclomatic complexity of the method is 28
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,processPropertyValue,Long Method,The method has 120 lines of code.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,processPropertyValue,Long Statement,The length of the statement "if ((content.size() & 1) == 0 && propertyValue.propertyId.propertyEnum != OneNotePropertyEnum.TextExtendedAscii && isBinary == false) {" is 135.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,processPropertyValue,Magic Number,The method contains a magic number: 10000000
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,processPropertyValue,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,handleRichEditTextUnicode,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,OneNoteTreeWalker,handleRichEditTextUnicode,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,fromCurlyBraceUTF16Bytes,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.onenote,GUID,fromCurlyBraceUTF16Bytes,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,fromCurlyBraceUTF16Bytes,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,fromCurlyBraceUTF16Bytes,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.onenote,GUID,compareTo,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.onenote,GUID,memcmp,Complex Conditional,The conditional expression (b1[i] >= 0 && b2[i] >= 0) || (b1[i] < 0 && b2[i] < 0) is complex.
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.onenote,GUID,toString,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.microsoft.onenote,GUID,nil,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "try (TemporaryResources temporaryResources=new TemporaryResources();TikaInputStream tikaInputStream=TikaInputStream.get(stream`temporaryResources);OneNoteDirectFileResource oneNoteDirectFileResource=new OneNoteDirectFileResource(tikaInputStream.getFile())){" is 257.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set("cbLegacyFreeSpaceInFreeChunkList"`"0x" + Long.toHexString(oneNoteDocument.header.cbLegacyFreeSpaceInFreeChunkList));" is 130.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set("ffvLastCodeThatWroteToThisFile"`"0x" + Long.toHexString(oneNoteDocument.header.ffvLastCodeThatWroteToThisFile));" is 126.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set("ffvNewestCodeThatHasWrittenToThisFile"`"0x" + Long.toHexString(oneNoteDocument.header.ffvNewestCodeThatHasWrittenToThisFile));" is 140.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set("ffvOldestCodeThatMayReadThisFile"`"0x" + Long.toHexString(oneNoteDocument.header.ffvOldestCodeThatMayReadThisFile));" is 130.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set("ffvOldestCodeThatHasWrittenToThisFile"`"0x" + Long.toHexString(oneNoteDocument.header.ffvOldestCodeThatHasWrittenToThisFile));" is 140.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "OneNoteTreeWalker oneNoteTreeWalker=new OneNoteTreeWalker(new OneNoteTreeWalkerOptions()`oneNoteDocument`oneNoteDirectFileResource`xhtml`metadata`context`roleAndContext);" is 170.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set(Property.externalTextBag("mostRecentAuthors")`oneNoteTreeWalker.getMostRecentAuthors().toArray(new String[]{}));" is 125.
tika,org.apache.tika.parser.microsoft.onenote,OneNoteParser,parse,Long Statement,The length of the statement "metadata.set(Property.externalTextBag("originalAuthors")`oneNoteTreeWalker.getOriginalAuthors().toArray(new String[]{}));" is 121.
